,Bacteroides,Bifidobacterium,Phocaeicola,Fusicatenibacter,Roseburia,Hominilimicola,Blautia,Faecalibacterium,GGB4605,Ruminococcus,Anaerostipes,Collinsella,Agathobacter,Alistipes,GGB3612,Faecalibacillus,Dorea,Simiaoa,Hominenteromicrobium,Mediterraneibacter,Waltera,Parabacteroides,Candidatus Cibionibacter,Streptococcus,Escherichia,Coprococcus,Clostridium,Agathobaculum,Anaerobutyricum,Ruthenibacterium,Anaerotignum,Phascolarctobacterium,Eubacterium,Odoribacter,Lentihominibacter,Flavonifractor,Gallintestinimicrobium,Dysosmobacter,Lachnospira,Thomasclavelia,Veillonella,Haemophilus,Intestinibacter,Enterococcus,GGB51491,Actinomyces,Prevotella,Segatella,GGB3277,GGB4585,GGB4710,GGB4266,GGB3345,Holdemanella,Catenibacterium,Sarcina,Paratractidigestivibacter,Anthropogastromicrobium,GGB4564,Oscillibacter,Oliverpabstia,GGB4644,GGB82047,Pseudoflavonifractor,Vescimonas,GGB3862,Leyella,GGB9730,GGB51647,Butyricicoccus,GGB3118,GGB58067,GGB3478,GGB4604,GGB4682,GGB9642,GGB9715,GGB1495,GGB9627,GGB3636,GGB81330,GGB9634,Ellagibacter,GGB1239,GGB4552,Romboutsia,GGB9737,GGB51431,Slackia,GGB101072,GGB99810,GGB3189,Ligilactobacillus,GGB2983,GGB143455,GGB3256,GGB4642,GGB35068,GGB4723,Senegalimassilia,GGB9712,GGB3429,GGB9760,GGB9766,GGB49409,GGB4704,GGB9603,GGB4888,GGB9370,Pilosibacter,Faecalicatena,GGB9708,Rothia,GGB9290,GGB3588,GGB13404,Eshraghiella,Parolsenella,GGB9690,GGB9758,GGB9774,GGB9790,GGB4456,GGB1247,GGB3304,GGB3730,GGB9380,GGB4672,GGB9759,GGB115571,Jutongia,Mogibacterium,GGB9590,Akkermansia,GGB34797,GGB3109,GGB4611,Brotocaccenecus,GGB4591,Methanobrevibacter,GGB3623,GGB1627,GGB3306,GGB9342,GGB4699,GGB9691,GGB9677,GGB9636,GGB9602,GGB31460,GGB143497,GGB3653,Kineothrix,GGB9707,GGB4603,GGB9699,GGB13493,GGB4578,GGB1266,GGB4684,Wujia,GGB3619,GGB9747,GGB9293,GGB3321,GGB82668,GGB9618,GGB4584,GGB2958,GGB9778,GGB9608,GGB49418,GGB49284,GGB9786,GGB34228,Butyricimonas,GGB9302,GGB74412,GGB9383,GGB4884,GGB9767,Paraprevotella,Barnesiella,GGB9502,Bilophila,Hominiventricola,Holdemania,Lawsonibacter,GGB9522,GGB4599,Phoenicibacter,GGB9420,GGB9347,Treponema,GGB9762,GGB9345,GGB9787,Hominifimenecus,GGB9189,otros
37035_7#4,0.0,0.0,0.0,0.05363,0.18679,0.03053,0.92327,5.59585,0.02965,3.4886800000000004,0.0,0.1174299999999999,0.0185,0.0,0.0,0.0,0.64784,0.00679,0.0523799999999999,1.02414,0.00633,0.0,0.18999,0.4979,1.53223,0.22537,1.4743,0.405,0.1806299999999999,0.0,0.0,1.22862,0.19353,0.0,0.04198,0.0,0.04349,0.13119,0.17139,0.0,0.07728,0.2021099999999999,0.02282,0.0,0.02119,0.0,0.3557099999999999,7.3409,0.0,0.01389,0.0,1.59174,0.0,0.62657,0.75055,0.0,0.0,0.03773,0.07429,0.74883,0.02412,0.10587,0.66881,0.25356,0.08752,2.19926,0.06827,0.07891,0.3902199999999999,0.1142099999999999,0.1781599999999999,0.04235,0.02453,0.0,0.0,0.44514,0.2222599999999999,0.0,0.00359,0.03223,0.13695,0.91754,0.08372,0.21698,0.00824,0.06386,0.03303,0.4834,0.0049299999999999,0.08744,0.1132099999999999,0.0,0.0,0.02531,0.10495,0.00328,0.39319,0.00524,0.05576,0.02228,0.2404,0.07173,0.21724,0.02166,0.02414,0.0,0.01803,0.04548,0.0,0.0,0.01045,0.69755,0.0,0.01941,0.01613,0.0,0.0,0.0,0.30691,0.02293,0.13065,0.00915,0.0243199999999999,0.03035,0.05401,0.0,0.0,0.0885,0.03727,0.02101,0.00533,0.0009699999999999,0.0058,0.0,0.0,0.0,0.0,0.0,0.0158,6.74222,0.0,1.12756,0.6386,0.01291,0.0,0.07622,10.05261,1.32601,0.23469,0.09321,0.26002,0.4496699999999999,0.0048,0.0052,0.0,0.0,0.01055,0.0,0.17683,0.0,0.0,0.0111799999999999,0.08444,0.02157,0.11523,0.0067,0.063,0.0141599999999999,0.3810199999999999,0.1093599999999999,0.08164,0.01567,0.0,0.02487,0.0177599999999999,0.0,0.0486,0.0,0.00744,0.29053,0.06255,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.02163,0.02848,0.0,0.02702,0.17056,0.6499,0.06809,0.33019,0.01529,0.02371,0.02585,35.86627999999999
37035_7#5,0.02157,0.00654,0.0,0.01195,5.038869999999999,0.0012699999999999,0.32902,7.779039999999999,0.05421,1.80989,0.0,0.00513,6.18289,0.0,0.00881,0.0,0.2403,0.4845,0.0,0.43425,0.0,0.0,0.02348,0.12572,0.0,2.59538,2.99709,0.0,0.0,0.0,0.2164599999999999,1.77452,0.0607399999999999,0.0,0.0,0.0,0.07355,0.00938,0.09449,0.0,0.02454,0.08955,0.0,0.0,0.00125,0.0,0.13584,40.60088,2.0082,0.80857,0.0,0.0,0.39279,0.1215099999999999,0.0,0.0,0.0,0.04188,0.0,0.3644,0.0,0.18056,0.0,0.1185099999999999,0.00491,0.0,2.32226,0.00611,0.0,0.1357,0.27051,0.06212,0.07629,0.66164,0.0,0.10594,0.06591,0.25734,0.00223,0.06431,0.05321,0.01202,0.0,5.17534,1.47031,0.39757,0.0,0.0,0.0,0.01847,0.00642,0.19237,0.0,0.0212699999999999,0.05275,0.17005,0.2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15261,0.0,0.0,0.08499,0.3064,0.0,0.0,0.0,0.04296,0.00537,0.58801,0.0,0.0,0.00245,0.01107,0.0,0.0,0.0,0.00267,0.05801,0.0026,0.01942,0.0,0.06167,0.0,0.0,0.04283,0.0,0.025,0.0,0.0,0.02245,0.0,0.04341,0.05726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00677,0.20007,0.00143,0.02886,0.01055,0.0,0.02219,0.0,0.0,0.02062,0.04482,0.0,0.0,0.0,0.0,0.0,0.0809,0.0,0.0,0.0,0.0,0.0,0.0,0.00229,0.0,0.0,0.0,0.0,0.0257699999999999,0.0,0.0087599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.900639999999978
37035_7#6,0.29098,0.57944,0.87654,1.64457,2.79375,1.06322,0.34545,31.192490000000003,0.0,2.10012,0.0108799999999999,0.00196,10.05428,0.0,0.09189,0.12691,0.44286,2.42364,0.13588,0.23176,0.0,0.0,3.26323,0.0,0.00945,4.39264,1.99359,0.2544599999999999,0.00642,0.0,0.0,0.33956,0.12135,0.0,0.0,0.0,0.28215,0.0019399999999999,0.3064,0.0,0.08753,0.07169,0.00365,0.0,0.0,0.0,0.0,0.0,1.01926,0.0,0.0,0.0,0.0,0.48433,0.78901,0.0,0.02171,0.04883,0.0,0.20123,0.00283,0.0,0.0,0.02393,0.00827,0.0,0.0,0.56543,0.0,0.0,0.0,0.0,0.00107,0.56863,0.0,0.14728,0.09304,0.0,0.00395,0.0,0.17756,0.15916,0.0,0.0,0.0,0.04344,0.0,0.0,0.0055,0.0,0.00485,0.0,0.0,0.0,0.02706,0.0,0.0,0.00674,0.0,0.21141,0.01585,0.0,0.15123,0.03301,0.0,0.0,0.12957,0.0,0.0,0.0,1.07522,0.0069299999999999,0.0,0.0,0.0,0.0,0.02209,0.0,0.0693299999999999,0.67896,0.0,0.04357,0.0246599999999999,0.0,0.0,0.24478,0.0,0.0,0.0209,0.18895,0.00328,0.0,0.0,0.0,0.0,0.0,0.0,0.00675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00278,0.0,0.0,0.00639,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.10199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.01787,0.0,0.02863,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.03659,0.0,0.0,0.01264,0.0,26.89930999999995
37035_7#7,0.0,0.0,0.0,0.10052,1.40096,0.0,0.96216,7.30192,0.0,7.45867,0.00355,0.19938,13.18571,0.0,0.00252,0.06414,1.45973,0.0,0.10945,3.43963,0.01845,0.0,0.0890799999999999,0.99131,0.0,3.812780000000001,1.3581,0.32466,0.0471399999999999,0.0,0.01153,0.6402,0.12853,0.0,0.0,0.0,0.0,0.0,0.0360399999999999,0.0,0.09561,0.39986,0.0566399999999999,0.0,0.00489,0.0,0.14486,19.16512,5.22663,0.0,0.0,4.65675,0.0,0.4586199999999999,0.20565,0.0,0.01151,0.40771,0.0,0.4121,0.01831,0.01503,2.76556,0.18617,0.14345,0.45271,0.19258,0.05699,0.0,0.16476,0.18187,0.06016,0.13421,0.8274600000000001,0.0,0.44569,1.08067,0.01074,0.0,0.02046,0.11357,0.02059,0.0,1.48415,0.0570899999999999,1.24595,0.16837,0.0,0.2212199999999999,0.06448,0.02081,0.00877,0.0,0.0393,0.0295199999999999,0.13515,0.00714,0.01062,0.0,0.36053,0.0,0.08682,0.0217,0.01396,0.02584,0.0,0.1057,0.00814,0.0,0.0,0.0621899999999999,0.08627,0.02021,0.0,0.06442,0.0,5.10276,0.01963,0.0,0.04292,0.03967,0.0,0.00873,0.21618,0.0255,0.0751,0.0,0.0483,0.0,0.00919,0.0,0.00212,0.01464,0.0,0.01678,0.0,0.0,0.0121599999999999,0.0,0.13912,0.0,0.26054,0.03778,0.0,0.0,0.0,0.0,0.0,0.00121,0.0,0.01656,0.00432,0.0,0.02181,0.0,0.0,0.01087,0.0,0.38313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00209,0.0,0.0,0.0,0.0,0.31632,0.0,0.0,0.0,0.0,0.0,7.512449999999999
37035_7#8,0.01235,2.69583,0.0,0.6512,3.81879,0.0,0.34,13.30335,0.0,0.96996,0.1394099999999999,0.25879,15.83801,0.0,0.1140099999999999,0.09597,1.2004,0.73587,0.05097,0.56877,0.77976,0.02109,0.22325,0.08032,0.0017,4.81504,1.64983,0.11198,0.02667,0.0,0.01647,0.19796,0.0123299999999999,0.0,0.04028,0.0,0.04572,0.07665,0.11535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4766899999999999,24.09492,4.4383,0.00229,0.0,1.6852900000000002,0.16884,1.2686,1.23569,0.0,0.52132,0.07403,0.0,0.08637,0.49636,0.0,0.0,0.0,0.04933,0.0362399999999999,0.18624,0.32818,0.0,0.0,0.0,0.0,0.0,0.2067,0.0,0.04729,1.62631,0.0,0.06783,0.4264,0.0720399999999999,0.05424,0.01192,0.0,0.0,0.01383,0.0,0.0,0.10437,0.01396,0.0,0.0,0.36865,0.0,0.0,0.0,0.0,0.00425,0.54018,0.1379,0.1086,0.0,0.02417,0.02383,0.0,0.0,0.02391,0.03902,0.0,0.0067,0.03704,0.08899,0.0,0.0,0.0,0.0,0.7072,0.0,0.00187,0.11369,0.0,0.00951,0.0,0.24664,0.0,0.121,0.0,0.03472,0.03222,0.0,0.0238199999999999,0.0,0.0040799999999999,0.0,0.01096,0.0,0.0,0.0,0.0,0.0268699999999999,0.0,0.39744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29375,0.0,0.0,0.0,0.0,0.0,0.0,1.01951,0.0,0.01668,0.0,0.03677,0.0,0.07819,0.0,0.0,0.0,0.0,0.0,0.01245,0.03641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01308,0.0,8.558239999999968
37035_7#9,0.0,2.08533,0.0165699999999999,0.3141199999999999,0.36594,0.0,1.30178,14.54525,0.0,3.62519,0.11164,0.19162,3.80196,0.0,0.0,0.36767,1.55915,0.0,0.02068,1.50654,0.03073,0.0,0.3689699999999999,10.85026,0.0,0.18024,0.6674899999999999,0.92905,0.09569,0.0,0.0,0.0428,1.16166,0.0,0.0,0.0,0.09461,0.0,0.0,0.0,0.02876,3.67784,0.0551799999999999,0.0,0.0,0.0,0.1717,19.41718,0.5412899999999999,1.4983799999999998,1.21299,0.7912899999999999,0.00151,3.35672,1.72997,0.0,1.13386,0.08865,0.0128,0.03091,0.19269,0.42691,0.0,0.0988,0.07264,0.0,1.91135,0.41085,0.80376,0.79674,0.09186,0.08327,0.0,0.08355,0.37144,0.2212199999999999,0.0552799999999999,0.2622,0.0,0.0,0.10298,0.2458,0.13466,0.5654399999999999,0.11655,1.13873,0.16795,0.08152,0.15216,0.0,0.0,0.02254,0.06995,0.0,0.02823,0.0,0.02285,0.0171699999999999,0.0928799999999999,0.34278,0.0,0.0273399999999999,0.02978,0.0181199999999999,0.01854,0.17115,0.0103,0.22951,0.0,0.0,0.0,0.05703,0.0117299999999999,0.0,0.0393,0.0,0.16781,0.0,0.02868,0.01154,0.0,0.00808,0.16904,0.0,0.0,0.40597,0.06302,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.00225,0.0,0.0,0.0,0.4859,0.0,0.0,0.36948,0.0,0.0,0.05665,0.0,0.0,0.08248,0.01855,0.01679,0.0,0.00928,0.0,0.0,0.06392,0.0,0.0,0.22146,0.0,0.0982,0.02123,0.0,0.0,0.0,0.0,0.0,0.0,0.28756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2457,0.0,0.0,0.0,0.0,0.01291,0.0,0.0,0.00416,0.0,8.364119999999994
37082_1#10,0.27858,11.95743,0.30473,1.2399,2.17181,0.33018,1.22378,1.29005,0.0,5.70967,0.02136,1.23019,6.21662,0.27781,0.03026,0.03831,1.76334,0.29141,0.28688,2.78058,0.18682,0.12307,1.7410900000000002,0.13884,0.97588,2.52389,0.45205,0.0391,0.129,0.17793,0.02193,0.0,0.21785,0.01432,0.5716899999999999,0.00805,0.13201,0.04607,0.0457,0.0,0.0,0.0,0.02134,0.0677,0.02374,0.01202,0.05699,0.35551,0.0,0.0,0.0,0.0,0.10973,0.6369199999999999,3.81774,0.0,0.0,0.0135199999999999,0.0,0.33508,0.01849,0.0,0.0,0.0,0.11342,0.0,0.0,0.04742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87496,0.0,0.0,0.0,0.0,3.31134,0.0,0.0,0.0,0.02926,0.0,0.0,0.0401399999999999,0.0,0.0,0.0,0.98649,0.0,0.0,0.0,0.0,0.0,0.0,0.0079099999999999,0.0,0.0,0.0,0.0,0.01721,0.0,0.0,0.0,0.0,0.0,0.13101,0.0563799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16222,0.26495,0.0,0.0,0.0,0.0,0.0,0.4164,0.0,0.6452600000000001,0.0,0.0,0.0,0.0,0.0,4.40549,0.0,0.0,1.66711,0.40628,0.0,0.0,0.01524,0.0,0.0545299999999999,0.0,0.0,0.22744,0.8282200000000001,0.0,0.0,0.02419,0.00943,0.0,0.0,0.0,0.65168,0.09082,0.0,0.06836,0.01089,0.0,0.0,0.0,0.0,0.0,0.05551,0.10312,0.0,0.0,0.0,0.00122,0.28256,0.01218,0.0,0.0,0.0,0.0,0.00251,0.00506,0.0,0.0,0.0,0.03976,0.05243,0.0,0.0,0.0,0.0,0.0,0.0,1.12907,0.0,0.1175799999999999,0.0,29.17798999999999
37082_1#11,6.37108,5.59232,2.01007,0.33786,0.67535,0.0,1.00711,0.8870399999999999,0.0,21.13254,0.32419,0.0,0.04815,2.40978,0.0,0.26029,0.64564,0.0,0.0,3.88497,0.06661,0.24702,0.08033,0.44409,0.18923,2.91704,0.13566,0.0,0.30024,3.10963,0.0,0.0,0.0,0.0884399999999999,2.02218,0.31689,0.0,0.14074,0.17189,0.62017,0.0,0.0,0.14063,0.00237,0.0,0.0,0.0,0.04696,1.59532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16768,0.0,0.00078,0.0,0.0,0.0,0.0,0.0,0.0,0.01456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07925,0.02353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05705,0.0,0.0,0.0,2.1914,0.0,0.32874,3.20281,0.0,0.0,0.0,0.0,0.02146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.93648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01485,0.0,0.0,0.0,0.0,0.0,0.0,0.00132,0.0,0.0355399999999999,0.0,0.15115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55118999999999
37082_1#12,9.75649,1.43813,8.66563,1.24827,1.3595700000000002,0.0,0.58833,8.40772,0.0,13.45705,0.03184,0.3614699999999999,6.44661,6.7277,0.0,0.0564799999999999,0.31964,0.02429,0.49371,2.12211,0.3271199999999999,2.60169,1.5286799999999998,0.0,1.53188,1.12509,0.7833899999999999,0.01671,0.1192299999999999,0.16268,0.05105,1.12232,1.13957,0.114,0.0,0.0437699999999999,0.20563,0.55389,0.89644,1.8138,0.0,0.0,0.00497,0.0,0.0,0.0,0.0,0.0,1.3089,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0215099999999999,0.08147,0.0,1.62302,0.0,0.0,0.0,0.0,0.0582899999999999,0.0,0.0,0.5533899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79795,0.0,0.01205,0.0,0.0,1.3558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08048,0.0,0.12272,0.0,0.0,0.0,0.0,0.0,0.0,0.04557,0.00952,0.37723,0.0,0.0,0.0,0.00162,0.0,0.0,0.0,0.08122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06157,0.0,0.09625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26652,0.0,0.0815,0.0,0.8987700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23045,0.0,0.0,0.0,0.0,0.0,1.78547,3.20815,0.0,0.0643,0.07773,0.01344,0.05502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,8.909239999999992
37082_1#13,1.6723400000000002,2.66326,2.41431,0.37412,1.64428,0.30908,0.46742,6.219130000000001,0.03518,9.85359,0.0538,0.0535,8.40485,0.88502,0.0,0.34134,1.03704,0.0,0.02214,0.70875,0.3334,0.15463,0.20455,0.02827,0.0272,6.46167,3.07426,0.11969,0.02037,0.0036299999999999,0.52554,0.1129599999999999,0.14205,0.1092099999999999,0.00245,0.02931,0.73769,0.43841,0.61379,0.0558799999999999,0.0,0.00454,0.0,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65723,0.49103,0.0,0.0,0.0,0.1620599999999999,0.0,1.79928,0.08266,0.0132199999999999,0.0,0.0,0.1119,0.0,0.0,0.29307,6.76297,0.0,0.0,0.0,0.44428,0.11126,0.0,0.0,0.4336899999999999,0.7381800000000001,0.04791,0.0,0.01219,3.5478400000000003,0.01179,0.0,1.16862,0.0,0.0,0.0,0.0,0.01521,0.0,0.0,0.0,0.0,0.0,0.21868,0.0,0.0,0.0,0.0,0.13814,0.0,0.15562,0.0,0.00176,0.0,0.0,0.0,0.0,0.05943,0.00633,0.53422,0.0,0.0,0.0,0.01311,12.88463,0.0,0.0,0.21666,0.09988,0.01281,0.0,0.0,0.01843,0.0,0.0,0.0,0.0,0.0,0.18991,0.0,0.0,0.26158,0.0,0.00202,0.0,0.04557,0.0,0.19916,0.0,0.0,0.0,0.0,0.0,0.0,0.05632,0.0,0.0,0.0,0.1231,0.12991,0.0,0.45016,0.01839,0.38211,0.0,0.0,0.0,0.19833,0.00551,0.08956,0.96453,0.13133,0.0,0.0,0.0,0.0,0.0,0.0,0.04841,0.0,0.0,0.0,0.0,0.01113,0.00107,0.0,0.0,0.0,0.0,0.37064,0.27635,0.02124,0.10702,0.00796,0.0,0.07499,0.0014,0.67573,0.0,0.0,0.04987,0.0,0.0,0.27525,0.0,0.0,0.02531,10.166899999999979
37082_1#14,0.03625,2.27495,0.01462,0.24561,5.38621,0.07848,0.32523,2.20207,0.78769,29.61206,0.0281899999999999,0.40134,0.2143,0.05043,0.0,0.23892,0.39819,0.25184,0.06866,0.17167,0.13591,0.0,1.98269,0.0063,0.0,1.04,0.74357,0.01568,0.01253,0.0055299999999999,0.02557,0.0493199999999999,0.81324,0.00072,0.00799,0.0,0.01984,0.00425,0.0276,0.4939699999999999,0.0,0.0,0.04638,0.0,0.0045299999999999,0.0,0.0,0.0,0.0,2.0527900000000003,0.0,0.0,0.0483,0.6068899999999999,1.6010799999999998,0.00154,0.0,0.0384899999999999,0.0371,0.16497,0.01985,0.0,0.0,0.3937199999999999,0.03046,0.0,0.0,0.02613,5.06001,0.0,0.0,0.0,0.0,1.3294700000000002,0.0,0.0,0.07428,0.0,0.0,0.0,0.06205,0.43376,0.0,0.0,0.50302,0.02102,0.03717,0.0,0.0,0.0,0.0,0.01211,0.0,0.0,0.27631,0.0,0.98459,0.0,0.01456,0.0,0.0,0.0,0.35402,0.0,0.0006,0.11408,0.06737,0.0,0.0,0.00258,0.09811,0.1232099999999999,0.0,0.0,0.0,0.0,4.57753,0.0,0.0,1.67222,0.0,0.0,0.01439,0.0,0.02189,0.03158,0.0,0.0,0.00237,0.04857,0.0,0.0,0.0,0.06771,0.0,0.0,0.0,0.01463,0.0101599999999999,0.0,0.0,0.0,0.0,0.0,0.16007,0.0,0.0283399999999999,0.08611,0.30982,0.19315,0.03936,0.15139,0.0,0.03322,0.0398,0.0,0.03605,0.0138199999999999,0.0,0.0,0.46911,0.0243,0.0,0.04756,0.01224,0.0,0.0,0.00859,0.01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00728,0.0,0.0,0.0,0.0,0.0,0.01381,0.01272,0.0,0.01226,0.00109,0.0,0.0,12.74387,0.0,0.0,0.0,0.0,0.00698,0.0299,0.0,0.00446,0.00941,16.21964999999996
37082_1#15,1.10668,0.8836200000000001,0.97265,0.30932,5.09667,0.16194,0.1217,18.58824,0.04221,15.15532,0.0,0.04307,6.00956,2.4998,0.0,0.0,0.29865,0.17373,0.03956,0.37216,0.42781,0.49626,0.5151,0.0062299999999999,1.90813,4.280130000000001,0.2018599999999999,0.01012,0.0,0.06756,0.00413,0.26072,0.16383,0.08079,0.0,0.00451,0.26719,0.0435399999999999,0.45175,0.0943799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3939699999999995,0.0,0.0,0.0,0.0,3.21349,0.0,0.94525,0.0,0.0,0.11559,0.0,1.4166,0.01269,3.06237,0.0,0.64974,0.1169,0.0,0.0,0.15277,0.01208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26655,0.0,0.0130199999999999,0.0,0.01364,1.8256,0.0,0.0,0.0,0.02026,0.0305399999999999,0.0147599999999999,0.0,0.0,0.0,0.0,0.02208,0.00064,0.02438,0.37654,0.0,0.0,0.0,0.0,0.1781599999999999,0.0,0.00828,0.07089,0.00335,0.0,0.22815,0.0,0.00394,0.00837,0.04314,1.88593,0.0,0.03086,0.0,0.07143,0.0,0.0,0.0,0.9996,0.0,0.0,0.0,0.0,2.07804,0.0552799999999999,0.0,0.07434,0.03778,0.0,0.0,0.0,0.0,0.5324800000000001,0.0,0.0,0.0,1.22354,0.0,0.12933,0.0,0.0,0.0,0.0,0.0,0.03422,0.00992,0.0,0.47922,0.0,0.03873,0.00627,0.00628,0.04255,0.0,0.0,0.00465,0.0,0.0,0.0,2.36771,0.0,0.63057,0.03803,0.16718,0.0,0.0126,0.0,0.0,0.0,0.0,0.00657,0.03368,0.0,0.04264,0.00271,0.0514,0.21405,0.0,0.0,0.0,0.27147,0.74948,0.04192,0.02054,0.10134,0.0033799999999999,0.01439,0.00456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135,0.02303,0.0,9.058289999999975
37082_1#16,0.00315,1.1989,0.0180099999999999,0.1812,4.74881,0.5907899999999999,0.2561,8.2238,0.0,8.70023,0.03226,0.1638,36.04691,0.01724,0.0,0.13235,0.17144,0.0,0.03753,0.13824,0.0181199999999999,0.00197,0.94996,0.4127699999999999,0.30034,1.43317,1.64651,0.1477099999999999,0.00461,0.0,0.00163,0.0,0.49709,0.0,0.0,0.0,0.12479,0.0,1.1611,0.2236199999999999,0.7468199999999999,0.0440399999999999,0.0,0.0,0.0,0.00857,0.0,7.4143,0.0,0.0,0.0,0.0,0.95338,0.3792,0.0,0.0,0.0,0.12009,0.0,0.08931,0.01059,0.0,0.0,0.0,0.03606,0.0,0.0,0.1986099999999999,1.36661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8725799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09129,0.0,0.0,0.0,0.0,0.00346,0.0,0.0,0.0,0.0,0.04067,0.0,0.0,0.0,0.0,0.0,0.0,0.13241,0.0,0.0,0.0,0.0,0.0,0.0,0.27803,0.04135,0.02558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00277,0.0,0.0,0.14486,0.0,0.05535,0.0,0.07882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00156,0.0,0.0,0.01365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.390089999999997
